DecisionTimeMs,DelayMs,StimType1st,StimType2nd,StimPos1st,StimPos2nd,KeyPressed,Correct
835,25,banana,snake,deg-15,deg15,Right,False
464,50,spider,banana,deg-15,deg15,Left,True
427,100,banana,snake,deg-15,deg15,Left,True
872,25,banana,snake,deg15,deg-15,Right,True
500,100,snake,banana,deg-15,deg15,Left,True
923,50,banana,spider,deg-15,deg15,Right,False
909,50,spider,apple,deg-15,deg15,Left,True
532,50,apple,snake,deg-15,deg15,Left,True
569,100,snake,banana,deg15,deg-15,Right,True
412,100,snake,banana,deg-15,deg15,Left,True
1208,50,snake,apple,deg15,deg-15,Right,True
676,50,spider,apple,deg15,deg-15,Right,True
567,100,banana,snake,deg-15,deg15,Left,True
460,100,banana,spider,deg15,deg-15,Right,True
677,25,snake,banana,deg15,deg-15,Left,False
496,100,apple,snake,deg15,deg-15,Right,True
603,25,apple,snake,deg-15,deg15,Left,True
1102,50,apple,spider,deg-15,deg15,Left,True
532,100,banana,spider,deg15,deg-15,Right,True
976,25,spider,apple,deg-15,deg15,Left,True
553,0,spider,banana,deg-15,deg15,Left,True
464,100,banana,snake,deg15,deg-15,Right,True
801,50,apple,snake,deg15,deg-15,Right,True
462,50,snake,banana,deg15,deg-15,Right,True
1032,25,snake,apple,deg-15,deg15,Left,True
431,50,spider,apple,deg15,deg-15,Right,True
767,25,banana,spider,deg15,deg-15,Right,True
517,0,apple,snake,deg-15,deg15,Right,True
657,100,apple,spider,deg-15,deg15,Left,True
447,100,banana,spider,deg15,deg-15,Right,True
551,25,apple,snake,deg-15,deg15,Left,True
499,50,snake,banana,deg-15,deg15,Left,True
464,25,snake,banana,deg-15,deg15,Left,True
818,25,snake,apple,deg-15,deg15,Left,True
750,0,banana,spider,deg15,deg-15,Left,True
1016,25,snake,apple,deg15,deg-15,Right,True
712,50,banana,snake,deg15,deg-15,Right,True
747,25,spider,apple,deg-15,deg15,Left,True
783,0,banana,snake,deg-15,deg15,Right,True
891,25,apple,snake,deg15,deg-15,Right,True
729,50,banana,snake,deg15,deg-15,Right,True
536,50,banana,snake,deg-15,deg15,Left,True
871,25,spider,apple,deg15,deg-15,Right,True
549,0,spider,banana,deg15,deg-15,Right,True
589,25,spider,banana,deg-15,deg15,Left,True
551,100,banana,snake,deg-15,deg15,Left,True
589,100,banana,spider,deg-15,deg15,Left,True
550,100,spider,banana,deg-15,deg15,Left,True
607,0,banana,spider,deg-15,deg15,Left,True
586,25,snake,apple,deg15,deg-15,Left,False
907,0,banana,spider,deg-15,deg15,Right,True
461,100,snake,apple,deg-15,deg15,Left,True
430,100,snake,apple,deg-15,deg15,Left,True
445,0,snake,banana,deg-15,deg15,Left,True
447,25,apple,snake,deg15,deg-15,Left,False
411,25,snake,banana,deg-15,deg15,Left,True
515,25,spider,banana,deg-15,deg15,Left,True
501,50,spider,apple,deg15,deg-15,Right,True
659,25,spider,apple,deg-15,deg15,Right,False
819,0,banana,snake,deg15,deg-15,Left,True
429,50,banana,spider,deg15,deg-15,Left,False
872,50,banana,spider,deg15,deg-15,Right,True
551,50,snake,banana,deg-15,deg15,Left,True
517,50,apple,snake,deg-15,deg15,Left,True
500,50,snake,apple,deg-15,deg15,Left,True
519,25,snake,apple,deg15,deg-15,Left,False
674,25,snake,banana,deg15,deg-15,Left,False
407,0,snake,apple,deg-15,deg15,Left,True
603,25,snake,apple,deg-15,deg15,Left,True
464,50,snake,banana,deg15,deg-15,Right,True
480,100,snake,banana,deg15,deg-15,Right,True
531,25,spider,apple,deg15,deg-15,Right,True
554,50,snake,banana,deg-15,deg15,Left,True
836,100,apple,spider,deg15,deg-15,Left,False
604,0,spider,apple,deg15,deg-15,Right,True
709,0,apple,spider,deg15,deg-15,Right,True
483,25,snake,banana,deg15,deg-15,Right,True
1337,0,spider,apple,deg-15,deg15,Right,True
695,25,apple,snake,deg-15,deg15,Right,False
676,25,spider,apple,deg-15,deg15,Right,False
783,50,banana,spider,deg15,deg-15,Right,True
533,50,apple,snake,deg-15,deg15,Left,True
499,50,snake,banana,deg-15,deg15,Left,True
516,50,snake,banana,deg-15,deg15,Left,True
575,50,banana,spider,deg15,deg-15,Right,True
712,100,snake,apple,deg-15,deg15,Left,True
681,25,apple,snake,deg15,deg-15,Right,True
554,25,apple,spider,deg-15,deg15,Left,True
532,50,snake,apple,deg15,deg-15,Left,False
499,100,snake,apple,deg-15,deg15,Left,True
556,25,banana,spider,deg15,deg-15,Right,True
504,25,apple,snake,deg15,deg-15,Right,True
552,50,spider,banana,deg-15,deg15,Right,False
713,50,snake,apple,deg15,deg-15,Right,True
516,50,apple,spider,deg-15,deg15,Left,True
676,25,apple,snake,deg15,deg-15,Right,True
641,25,spider,banana,deg15,deg-15,Right,True
532,100,apple,snake,deg-15,deg15,Left,True
499,100,banana,spider,deg15,deg-15,Right,True
624,25,spider,apple,deg15,deg-15,Left,False
925,25,spider,banana,deg-15,deg15,Left,True
608,25,spider,banana,deg-15,deg15,Right,False
500,50,snake,apple,deg15,deg-15,Right,True
622,50,banana,snake,deg15,deg-15,Left,False
748,25,spider,banana,deg-15,deg15,Right,False
841,50,banana,snake,deg15,deg-15,Right,True
588,50,apple,spider,deg-15,deg15,Left,True
803,50,spider,apple,deg-15,deg15,Left,True
624,100,snake,apple,deg-15,deg15,Left,True
444,100,snake,apple,deg-15,deg15,Left,True
595,100,banana,snake,deg15,deg-15,Right,True
535,50,snake,banana,deg15,deg-15,Right,True
483,100,spider,apple,deg15,deg-15,Right,True
586,0,spider,apple,deg15,deg-15,Right,True
429,100,apple,spider,deg15,deg-15,Right,True
641,50,apple,snake,deg15,deg-15,Right,True
515,0,apple,spider,deg-15,deg15,Left,True
