DecisionTimeMs,DelayMs,StimType1st,StimType2nd,StimPos1st,StimPos2nd,KeyPressed,Correct
1129,25,apple,snake,deg15,deg-15,Right,True
1055,50,banana,snake,deg-15,deg15,Right,False
907,25,apple,snake,deg15,deg-15,Left,False
509,100,spider,apple,deg-15,deg15,Left,True
814,100,apple,spider,deg-15,deg15,Left,True
1759,100,snake,banana,deg-15,deg15,Left,True
5784,0,apple,spider,deg15,deg-15,Left,True
746,0,banana,spider,deg-15,deg15,Right,True
1000,25,apple,snake,deg-15,deg15,Right,False
927,0,snake,banana,deg-15,deg15,Left,True
656,50,apple,spider,deg15,deg-15,Right,True
633,25,banana,spider,deg15,deg-15,Right,True
545,50,snake,apple,deg15,deg-15,Right,True
944,0,banana,snake,deg-15,deg15,Right,True
543,100,apple,spider,deg15,deg-15,Right,True
473,50,spider,apple,deg15,deg-15,Right,True
490,100,banana,spider,deg-15,deg15,Left,True
545,0,apple,snake,deg-15,deg15,Right,True
648,25,spider,banana,deg-15,deg15,Left,True
651,50,spider,apple,deg-15,deg15,Right,False
652,100,banana,spider,deg-15,deg15,Left,True
744,25,spider,banana,deg-15,deg15,Left,True
909,50,spider,apple,deg-15,deg15,Left,True
690,25,apple,spider,deg-15,deg15,Left,True
507,100,snake,banana,deg15,deg-15,Right,True
509,100,snake,apple,deg15,deg-15,Right,True
870,100,snake,apple,deg-15,deg15,Left,True
709,25,spider,banana,deg-15,deg15,Left,True
724,50,banana,spider,deg15,deg-15,Right,True
690,50,banana,spider,deg15,deg-15,Right,True
1088,50,snake,apple,deg-15,deg15,Right,False
529,100,banana,spider,deg-15,deg15,Left,True
581,50,snake,apple,deg15,deg-15,Right,True
944,100,banana,spider,deg-15,deg15,Left,True
1307,0,spider,banana,deg-15,deg15,Left,True
1054,50,banana,snake,deg15,deg-15,Left,False
1288,50,banana,spider,deg15,deg-15,Right,True
1488,50,apple,spider,deg-15,deg15,Right,False
674,50,apple,spider,deg15,deg-15,Right,True
1212,100,banana,snake,deg15,deg-15,Right,True
1827,100,spider,apple,deg-15,deg15,Right,False
1124,25,banana,spider,deg-15,deg15,Right,False
1002,50,apple,snake,deg15,deg-15,Right,True
1260,100,spider,apple,deg-15,deg15,Left,True
1053,25,banana,snake,deg15,deg-15,Left,False
1341,0,apple,spider,deg15,deg-15,Right,True
653,100,spider,banana,deg15,deg-15,Right,True
635,0,apple,spider,deg15,deg-15,Right,True
762,25,snake,apple,deg-15,deg15,Right,False
526,100,apple,spider,deg-15,deg15,Left,True
727,50,banana,spider,deg-15,deg15,Left,True
509,100,apple,spider,deg-15,deg15,Left,True
565,50,apple,spider,deg-15,deg15,Left,True
544,50,spider,apple,deg15,deg-15,Left,False
543,100,snake,banana,deg-15,deg15,Left,True
506,100,banana,spider,deg15,deg-15,Right,True
619,25,banana,snake,deg-15,deg15,Right,False
1709,25,apple,snake,deg-15,deg15,Left,True
584,0,snake,banana,deg-15,deg15,Left,True
508,50,snake,banana,deg-15,deg15,Left,True
473,100,snake,apple,deg15,deg-15,Right,True
821,50,banana,snake,deg-15,deg15,Right,False
1269,25,apple,snake,deg-15,deg15,Left,True
889,50,banana,spider,deg15,deg-15,Right,True
779,25,banana,snake,deg-15,deg15,Right,False
528,25,snake,banana,deg15,deg-15,Right,True
564,50,snake,banana,deg-15,deg15,Left,True
1124,25,spider,apple,deg15,deg-15,Left,False
744,25,banana,spider,deg15,deg-15,Left,False
873,25,banana,snake,deg-15,deg15,Left,True
1685,25,spider,apple,deg-15,deg15,Left,True
617,100,spider,apple,deg-15,deg15,Left,True
816,50,spider,apple,deg15,deg-15,Left,False
1052,100,spider,apple,deg15,deg-15,Right,True
614,25,snake,banana,deg15,deg-15,Right,True
563,100,banana,spider,deg-15,deg15,Left,True
689,0,banana,spider,deg-15,deg15,Left,True
561,25,banana,spider,deg-15,deg15,Left,True
889,25,banana,snake,deg-15,deg15,Left,True
650,100,snake,banana,deg-15,deg15,Left,True
526,25,apple,snake,deg15,deg-15,Left,False
561,100,banana,spider,deg-15,deg15,Left,True
470,100,banana,snake,deg-15,deg15,Left,True
891,50,snake,apple,deg15,deg-15,Right,True
564,25,banana,spider,deg-15,deg15,Left,True
707,25,apple,spider,deg-15,deg15,Left,True
834,0,banana,spider,deg15,deg-15,Right,True
526,25,snake,banana,deg-15,deg15,Left,True
489,100,apple,spider,deg15,deg-15,Right,True
800,25,spider,apple,deg15,deg-15,Right,True
1252,50,apple,spider,deg15,deg-15,Right,True
545,25,spider,apple,deg-15,deg15,Left,True
509,50,spider,banana,deg-15,deg15,Left,True
578,25,banana,snake,deg15,deg-15,Left,False
1089,25,spider,banana,deg15,deg-15,Right,True
526,100,banana,spider,deg-15,deg15,Left,True
958,100,banana,snake,deg15,deg-15,Right,True
550,25,snake,banana,deg-15,deg15,Left,True
724,25,banana,spider,deg-15,deg15,Right,False
529,0,snake,apple,deg-15,deg15,Left,True
561,50,spider,banana,deg-15,deg15,Left,True
546,100,banana,snake,deg15,deg-15,Right,True
489,100,snake,banana,deg15,deg-15,Right,True
526,0,apple,spider,deg-15,deg15,Right,True
598,0,apple,snake,deg15,deg-15,Right,True
490,100,snake,banana,deg15,deg-15,Right,True
435,100,snake,apple,deg15,deg-15,Right,True
508,0,banana,spider,deg-15,deg15,Right,True
469,50,snake,banana,deg15,deg-15,Right,True
489,100,apple,snake,deg15,deg-15,Right,True
581,50,banana,snake,deg15,deg-15,Right,True
763,50,apple,spider,deg-15,deg15,Right,False
543,25,spider,banana,deg15,deg-15,Right,True
525,25,snake,banana,deg15,deg-15,Right,True
1017,0,banana,spider,deg15,deg-15,Right,True
508,50,snake,apple,deg15,deg-15,Right,True
578,100,apple,spider,deg15,deg-15,Right,True
705,0,banana,snake,deg15,deg-15,Left,True
524,25,banana,snake,deg-15,deg15,Right,False
871,50,spider,banana,deg15,deg-15,Right,True
800,50,snake,banana,deg-15,deg15,Left,True
636,0,snake,banana,deg15,deg-15,Right,True
707,100,apple,spider,deg15,deg-15,Right,True
2590,50,spider,banana,deg-15,deg15,Right,False
507,100,spider,banana,deg15,deg-15,Right,True
527,100,apple,spider,deg15,deg-15,Right,True
495,100,banana,spider,deg15,deg-15,Right,True
420,0,spider,banana,deg15,deg-15,Right,True
602,25,snake,banana,deg-15,deg15,Right,False
652,0,banana,snake,deg15,deg-15,Left,True
527,100,apple,spider,deg15,deg-15,Right,True
635,50,banana,spider,deg-15,deg15,Right,False
601,50,banana,spider,deg15,deg-15,Right,True
531,100,snake,banana,deg-15,deg15,Left,True
470,100,snake,banana,deg-15,deg15,Left,True
638,50,banana,spider,deg-15,deg15,Left,True
475,100,spider,banana,deg15,deg-15,Right,True
711,50,spider,banana,deg-15,deg15,Left,True
528,0,banana,snake,deg-15,deg15,Right,True
654,100,snake,apple,deg-15,deg15,Left,True
655,25,snake,apple,deg-15,deg15,Left,True
562,25,apple,snake,deg-15,deg15,Right,False
510,100,apple,snake,deg-15,deg15,Left,True
690,0,spider,apple,deg15,deg-15,Right,True
656,50,apple,snake,deg15,deg-15,Right,True
653,25,apple,snake,deg15,deg-15,Right,True
817,50,banana,snake,deg-15,deg15,Left,True
764,25,banana,snake,deg-15,deg15,Right,False
1032,100,snake,apple,deg15,deg-15,Right,True
815,50,apple,snake,deg15,deg-15,Right,True
1020,50,apple,spider,deg-15,deg15,Right,False
783,25,spider,apple,deg-15,deg15,Left,True
655,50,banana,spider,deg-15,deg15,Left,True
617,50,spider,banana,deg15,deg-15,Right,True
527,25,banana,spider,deg15,deg-15,Left,False
435,50,spider,apple,deg15,deg-15,Right,True
525,100,apple,spider,deg-15,deg15,Left,True
1148,50,banana,snake,deg15,deg-15,Right,True
599,25,apple,spider,deg15,deg-15,Left,False
709,100,banana,snake,deg-15,deg15,Left,True
562,100,snake,apple,deg-15,deg15,Left,True
564,0,apple,spider,deg-15,deg15,Right,True
781,25,banana,spider,deg-15,deg15,Left,True
511,25,spider,banana,deg-15,deg15,Left,True
656,25,banana,spider,deg15,deg-15,Left,False
545,50,spider,apple,deg15,deg-15,Right,True
711,25,banana,spider,deg-15,deg15,Left,True
691,100,banana,snake,deg-15,deg15,Left,True
601,50,banana,spider,deg15,deg-15,Left,False
605,50,snake,apple,deg-15,deg15,Left,True
636,50,apple,snake,deg-15,deg15,Left,True
619,25,spider,banana,deg-15,deg15,Left,True
582,25,spider,banana,deg-15,deg15,Left,True
530,50,snake,banana,deg-15,deg15,Left,True
619,0,spider,banana,deg15,deg-15,Right,True
